Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC4816679,Rpn11,Single copy gene,1
LOC4816680,CG2991,Single copy gene,1
LOC4816681,RpS21,Single copy gene,1
LOC4816682,CG31650,Single copy gene,1
LOC4816683,CG13243,Single copy gene,1
LOC4816684,Tektin-A,Single copy gene,1
LOC4816685,drl,Single copy gene,1
LOC4816686,pigeon,Single copy gene,1
LOC4816687,Arpc2,Single copy gene,1
LOC4816688,l_2_34Fc,Single copy gene,1
LOC4816691,Cwc25,Single copy gene,1
LOC4816694,CG6443,Single copy gene,1
LOC4816695,CG7329,Single copy gene,1
LOC4816698,Trf,Single copy gene,1
LOC4816699,Nup107,Single copy gene,1
LOC4816701,ND-B14.5B,Single copy gene,1
LOC4816702,CG7953,Single copy gene,1
LOC4816703,nesd,Single copy gene,1
LOC4816704,CG10747,Single copy gene,1
LOC4816705,mon2,Single copy gene,1
LOC4816706,Bsg,Single copy gene,1
LOC4816708,spel1,Single copy gene,1
LOC4816710,wor,Single copy gene,1
LOC4816711,CG13244,Single copy gene,1
LOC4816712,CG5945,Single copy gene,1
LOC4816713,Mabi,Single copy gene,1
LOC4816714,Drep4,Single copy gene,1
LOC4816716,Marcal1,Single copy gene,1
LOC4816717,CG16772,Single copy gene,1
LOC4816719,porin,Single copy gene,1
LOC4816720,CG31823,Single copy gene,1
LOC4816723,CG7384,Single copy gene,1
LOC4816726,CG15398,Single copy gene,1
LOC4816728,CG10947,Single copy gene,1
LOC4816729,l_2_05714,Single copy gene,1
LOC4816733,CycE,Single copy gene,1
LOC4816734,ND-B17,Single copy gene,1
LOC4816737,betaggt-II,Single copy gene,1
LOC4816739,GluRIIA,Single copy gene,1
LOC4816741,CG31871,Single copy gene,1
LOC4816742,CG16972,Single copy gene,1
LOC4816743,Edem2,Single copy gene,1
LOC4816744,CG8891,Single copy gene,1
LOC4816745,qtc,Single copy gene,1
LOC4816746,oaf,Single copy gene,1
LOC4816747,Tor,Single copy gene,1
LOC4816748,nrv3,Single copy gene,1
LOC4816749,CG31849,Single copy gene,1
LOC4816752,Trim9,Single copy gene,1
LOC4816757,CG14007,Single copy gene,1
LOC4816758,CG17350,Single copy gene,1
LOC4816759,CG7968,Single copy gene,1
LOC4816760,CG2862,Single copy gene,1
LOC4816766,Hf,Single copy gene,1
LOC4816767,OS9,Single copy gene,1
LOC4816768,Hydr2,Single copy gene,1
LOC4816770,Pgant35A,Single copy gene,1
LOC4816771,Elba2,Single copy gene,1
LOC4816772,CG6415,Single copy gene,1
LOC4816773,beat-IIIa,Single copy gene,1
LOC4816776,Naprt,Single copy gene,1
LOC4816779,CG34109,Single copy gene,1
LOC4816780,Spn31A,Single copy gene,1
LOC4816781,CG17660,Single copy gene,1
LOC4816782,cpb,Single copy gene,1
LOC4816783,CG5853,Single copy gene,1
LOC4816785,CG5421,Single copy gene,1
LOC4816786,Cpr30F,Single copy gene,1
LOC4816788,CG17292,Single copy gene,1
LOC4816789,Lrch,Single copy gene,1
LOC4816791,Tg,Single copy gene,1
LOC4816793,CG14402,Single copy gene,1
LOC4816794,CG13280,Single copy gene,1
LOC4816795,tim,Single copy gene,1
LOC4816796,CG13690,Single copy gene,1
LOC4816799,CG17681,Single copy gene,1
LOC4816802,CG10341,Single copy gene,1
LOC4816803,Rack1,Single copy gene,1
LOC4816804,CG7115,Single copy gene,1
LOC4816805,CG11911,Single copy gene,1
LOC4816806,CG17264,Single copy gene,1
LOC4816808,Mettl14,Single copy gene,1
LOC4816809,gcm,Single copy gene,1
LOC4816810,smog,Single copy gene,1
LOC4816811,Myo28B1,Single copy gene,1
LOC4816814,TpnC25D,Single copy gene,1
LOC4816815,Tsp33B,Single copy gene,1
LOC4816821,kraken,Single copy gene,1
LOC4816823,spz4,Single copy gene,1
LOC4816824,Dlg5,Single copy gene,1
LOC4816826,CG31787,Single copy gene,1
LOC4816827,CG17904,Single copy gene,1
LOC4816828,Ndf,Single copy gene,1
LOC4816830,CG8852,Single copy gene,1
LOC4816831,BBS8,Single copy gene,1
LOC4816832,CG5446,Single copy gene,1
LOC4816833,CG6405,Single copy gene,1
LOC4816834,CG7191,Single copy gene,1
LOC4816835,Mtp,Single copy gene,1
LOC4816837,AspRS-m,Single copy gene,1
LOC4816838,CG7806,Single copy gene,1
LOC4816839,CG7810,Single copy gene,1
LOC4816842,Spn28Dc,Single copy gene,1
LOC4816845,Rhau,Single copy gene,1
LOC4816846,ppk17,Single copy gene,1
LOC4816847,mio,Single copy gene,1
LOC4816848,CG15386,Single copy gene,1
LOC4816850,Cyt-c-d,Single copy gene,1
LOC4816851,CG4658,Single copy gene,1
LOC4816853,CG13272,Single copy gene,1
LOC4816854,Rab5,Single copy gene,1
LOC4816855,eys,Single copy gene,1
LOC4816856,RpS13,Single copy gene,1
LOC4816857,bark,Single copy gene,1
LOC4816858,Ns4,Single copy gene,1
LOC4816859,CG4839,Single copy gene,1
LOC4816860,drongo,Single copy gene,1
LOC4816863,atilla,Single copy gene,1
LOC4816864,CG7154,Single copy gene,1
LOC4816865,Hr38,Single copy gene,1
LOC4816867,zf30C,Single copy gene,1
LOC4816869,Ugt36F1,Single copy gene,1
LOC4816870,CG14937,Single copy gene,1
LOC4816871,ebi,Single copy gene,1
LOC4816872,CG31778,Single copy gene,1
LOC4816873,Spp,Single copy gene,1
LOC4816874,Pif1,Single copy gene,1
LOC4816875,RpI135,Single copy gene,1
LOC4816876,CCDC53,Single copy gene,1
LOC4816877,gcm2,Single copy gene,1
LOC4816878,BuGZ,Single copy gene,1
LOC4816879,GlyP,Single copy gene,1
LOC4816880,GABPI,Single copy gene,1
LOC4816881,Rbsn-5,Single copy gene,1
LOC4816882,CG31812,Single copy gene,1
LOC4816883,VhaSFD,Single copy gene,1
LOC4816884,RpL13,Single copy gene,1
LOC4816885,CG3662,Single copy gene,1
LOC4816888,MESR3,Single copy gene,1
LOC4816891,nub,Single copy gene,1
LOC4816892,CG5885,Single copy gene,1
LOC4816893,yip2,Single copy gene,1
LOC4816896,CG17221,Single copy gene,1
LOC4816897,CG5828,Single copy gene,1
LOC4816901,TBCC,Single copy gene,1
LOC4816902,Ugt301D1,Single copy gene,1
LOC4816903,Nckx30C,Single copy gene,1
LOC4816904,CG6739,Single copy gene,1
LOC4816905,CG43707,Single copy gene,1
LOC4816907,CG7742,Single copy gene,1
LOC4816909,hgo,Single copy gene,1
LOC4816910,CG43338,Single copy gene,1
LOC4816911,CG17593,Single copy gene,1
LOC4816912,LeuRS,Single copy gene,1
LOC4816913,CG11885,Single copy gene,1
LOC4816915,pdm2,Single copy gene,1
LOC4816916,Srp54,Single copy gene,1
LOC4816917,CG10880,Single copy gene,1
LOC4816918,CG10431,Single copy gene,1
LOC4816919,CG7214,Single copy gene,1
LOC4816921,Wnt10,Single copy gene,1
LOC4816923,CG2794,Single copy gene,1
LOC4816925,CG8460,Single copy gene,1
LOC4816926,L2HGDH,Single copy gene,1
LOC4816927,Tango6,Single copy gene,1
LOC4816928,CG31954,Single copy gene,1
LOC4816929,RpLP1,Single copy gene,1
LOC4816930,CG2614,Single copy gene,1
LOC4816931,brun,Single copy gene,1
LOC4816933,CG2611,Single copy gene,1
LOC4816935,CG9328,Single copy gene,1
LOC4816936,vari,Single copy gene,1
LOC4816938,CG8086,Single copy gene,1
LOC4816939,CG13114,Single copy gene,1
LOC4816941,RPA2,Single copy gene,1
LOC4816943,RpS26,Single copy gene,1
LOC4816944,Rab6,Single copy gene,1
LOC4816945,ND-15,Single copy gene,1
LOC4816946,Sf3b2,Single copy gene,1
LOC4816949,spz3,Single copy gene,1
LOC4816950,CG10623,Single copy gene,1
LOC4816953,Nak,Single copy gene,1
LOC4816954,CG8360,Single copy gene,1
LOC4816956,hoe1,Single copy gene,1
LOC4816957,CG13144,Single copy gene,1
LOC4816960,CG8372,Single copy gene,1
LOC4816961,Catsup,Single copy gene,1
LOC4816962,mRpS2,Single copy gene,1
LOC4816963,Ostgamma,Single copy gene,1
LOC4816964,Mtpalpha,Single copy gene,1
LOC4816965,RpL36A,Single copy gene,1
LOC4816966,CG15168,Single copy gene,1
LOC4816967,Swip-1,Single copy gene,1
LOC4816968,CG13113,Single copy gene,1
LOC4816969,Fas3,Single copy gene,1
LOC4816970,CG5790,Single copy gene,1
LOC4816973,CG7227,Single copy gene,1
LOC4816975,frtz,Single copy gene,1
LOC4816976,CG4709,Single copy gene,1
LOC4816977,CG14915,Single copy gene,1
LOC4816978,AstC,Single copy gene,1
LOC4816979,CG4619,Single copy gene,1
LOC4816982,Pph13,Single copy gene,1
LOC4816983,Atac2,Single copy gene,1
LOC4816984,GlcAT-S,Single copy gene,1
LOC4816985,CG5043,Single copy gene,1
LOC4816986,CG4036,Single copy gene,1
LOC4816990,CG3542,Single copy gene,1
LOC4816991,tos,Single copy gene,1
LOC4816992,CG6614,Single copy gene,1
LOC4816993,msl-1,Single copy gene,1
LOC4816995,IKKepsilon,Single copy gene,1
LOC4816997,Axud1,Single copy gene,1
LOC4817000,CG17237,Single copy gene,1
LOC4817001,ninaC,Single copy gene,1
LOC4817002,shv,Single copy gene,1
LOC4817005,CG46025,Single copy gene,1
LOC4817008,CG7164,Single copy gene,1
LOC4817009,CG17219,Single copy gene,1
LOC4817010,PAPLA1,Single copy gene,1
LOC4817011,Reps,Single copy gene,1
LOC4817012,CG17321,Single copy gene,1
LOC4817015,Btk29A,Single copy gene,1
LOC4817016,jp,Single copy gene,1
LOC4817017,fusl,Single copy gene,1
LOC4817019,ND-13A,Single copy gene,1
LOC4817021,vir-1,Single copy gene,1
LOC4817024,CG17261,Single copy gene,1
LOC4817025,CG3862,Single copy gene,1
LOC4817026,dock,Single copy gene,1
LOC4817028,mre11,Single copy gene,1
LOC4817029,Osi21,Single copy gene,1
LOC4817030,kek2,Single copy gene,1
LOC4817031,Uch,Single copy gene,1
LOC4817032,CG13786,Single copy gene,1
LOC4817033,Ndae1,Single copy gene,1
LOC4817034,bsf,Single copy gene,1
LOC4817035,ThrRS,Single copy gene,1
LOC4817038,Gr32a,Single copy gene,1
LOC4817040,CG9967,Single copy gene,1
LOC4817041,CG16995,Single copy gene,1
LOC4817042,CG5149,Single copy gene,1
LOC4817043,hoe2,Single copy gene,1
LOC4817047,for,Single copy gene,1
LOC4817048,CG15169,Single copy gene,1
LOC4817049,Ets21C,Single copy gene,1
LOC4817050,CG14277,Single copy gene,1
LOC4817051,CG15387,Single copy gene,1
LOC4817052,papi,Single copy gene,1
LOC4817053,CG8349,Single copy gene,1
LOC4817054,CG8353,Single copy gene,1
LOC4817055,Ttc19,Single copy gene,1
LOC4817056,CG10211,Single copy gene,1
LOC4817057,CG13116,Single copy gene,1
LOC4817059,CG6287,Single copy gene,1
LOC4817060,Ca-beta,Single copy gene,1
LOC4817061,Cyp310a1,Single copy gene,1
LOC4817062,Ssb-c31a,Single copy gene,1
LOC4817063,Su_var_205,Single copy gene,1
LOC4817064,mib2,Single copy gene,1
LOC4817065,Snx6,Single copy gene,1
LOC4817066,CG17855,Single copy gene,1
LOC4817069,CG10348,Single copy gene,1
LOC4817071,pes,Single copy gene,1
LOC4817072,CG15385,Single copy gene,1
LOC4817073,yellow-b,Single copy gene,1
LOC4817074,cutlet,Single copy gene,1
LOC4817075,CG10283,Single copy gene,1
LOC4817076,und,Single copy gene,1
LOC4817078,AIF,Single copy gene,1
LOC4817082,CG3841,Single copy gene,1
LOC4817083,Cka,Single copy gene,1
LOC4817085,CG4382,Single copy gene,1
LOC4817086,CG13131,Single copy gene,1
LOC4817087,escl,Single copy gene,1
LOC4817088,dgt2,Single copy gene,1
LOC4817089,CG14024,Single copy gene,1
LOC4817090,CG3213,Single copy gene,1
LOC4817094,Sirup,Single copy gene,1
LOC4817097,CG9316,Single copy gene,1
LOC4817098,Fnta,Single copy gene,1
LOC4817099,Ir25a,Single copy gene,1
LOC4817100,ppk18,Single copy gene,1
LOC4817101,Trx-2,Single copy gene,1
LOC4817102,Wwox,Single copy gene,1
LOC4817103,cad,Single copy gene,1
LOC4817104,dia,Single copy gene,1
LOC4817108,TM9SF2,Single copy gene,1
LOC4817109,Gr33a,Single copy gene,1
LOC4817110,zuc,Single copy gene,1
LOC4817112,CG15141,Single copy gene,1
LOC4817113,CG31803,Single copy gene,1
LOC4817114,Fkbp59,Single copy gene,1
LOC4817115,CG4291,Single copy gene,1
LOC4817118,Nepl9,Single copy gene,1
LOC4817119,Saf6,Single copy gene,1
LOC4817120,CG3407,Single copy gene,1
LOC4817121,Reph,Single copy gene,1
LOC4817122,Ipk2,Single copy gene,1
LOC4817123,betaggt-I,Single copy gene,1
LOC4817125,tho2,Single copy gene,1
LOC4817126,Ced-12,Single copy gene,1
LOC4817128,Uro,Single copy gene,1
LOC4817129,ChLD3,Single copy gene,1
LOC4817131,Trp1,Single copy gene,1
LOC4817132,Mon1,Single copy gene,1
LOC4817133,CG10336,Single copy gene,1
LOC4817134,ab,Single copy gene,1
LOC4817135,Cf2,Single copy gene,1
LOC4817137,CG17633,Single copy gene,1
LOC4817138,CG17260,Single copy gene,1
LOC4817139,Acbp1,Single copy gene,1
LOC4817140,CG31802,Single copy gene,1
LOC4817142,Cog3,Single copy gene,1
LOC4817143,Sec5,Single copy gene,1
LOC4817145,CG11927,Single copy gene,1
LOC4817146,Dbp21E2,Single copy gene,1
LOC4817148,CG7231,Single copy gene,1
LOC4817149,CG8419,Single copy gene,1
LOC4817151,odd,Single copy gene,1
LOC4817152,crq,Single copy gene,1
LOC4817153,CG14400,Single copy gene,1
LOC4817154,twit,Single copy gene,1
LOC4817158,mRpL24,Single copy gene,1
LOC4817159,CG14044,Single copy gene,1
LOC4817161,cype,Single copy gene,1
LOC4817162,CG14022,Single copy gene,1
LOC4817167,CG31706,Single copy gene,1
LOC4817169,CG3277,Single copy gene,1
LOC4817170,CG14274,Single copy gene,1
LOC4817173,Proc,Single copy gene,1
LOC4817175,Acn,Single copy gene,1
LOC4817177,Thor,Single copy gene,1
LOC4817178,AP-2alpha,Single copy gene,1
LOC4817179,slp1,Single copy gene,1
LOC4817180,aru,Single copy gene,1
LOC4817181,ATPsynGL,Single copy gene,1
LOC4817182,rho-6,Single copy gene,1
LOC4817184,Herp,Single copy gene,1
LOC4817186,Ugt36A1,Single copy gene,1
LOC4817187,al,Single copy gene,1
LOC4817188,drm,Single copy gene,1
LOC4817189,IFT57,Single copy gene,1
LOC4817190,Atxn7,Single copy gene,1
LOC4817191,CG15390,Single copy gene,1
LOC4817192,Sidpn,Single copy gene,1
LOC4817193,CG15625,Single copy gene,1
LOC4817194,CG3008,Single copy gene,1
LOC4817195,Slob,Single copy gene,1
LOC4817197,Gsc,Single copy gene,1
LOC4817198,TBCD,Single copy gene,1
LOC4817199,CG13784,Single copy gene,1
LOC4817200,amos,Single copy gene,1
LOC4817201,Apoltp,Single copy gene,1
LOC4817203,CG4230,Single copy gene,1
LOC4817207,pelo,Single copy gene,1
LOC4817208,hoip,Single copy gene,1
LOC4817210,phr6-4,Single copy gene,1
LOC4817212,Snx1,Single copy gene,1
LOC4817213,salr,Single copy gene,1
LOC4817215,Pen,Single copy gene,1
LOC4817216,CG31675,Single copy gene,1
LOC4817218,Prosbeta4,Single copy gene,1
LOC4817219,SoYb,Single copy gene,1
LOC4817220,CG10428,Single copy gene,1
LOC4817223,Wnt6,Single copy gene,1
LOC4817226,ex,Single copy gene,1
LOC4817227,tkv,Single copy gene,1
LOC4817229,CG2493,Single copy gene,1
LOC4817230,CG16854,Single copy gene,1
LOC4817232,CG3436,Single copy gene,1
LOC4817233,CG10376,Single copy gene,1
LOC4817234,Tep3,Single copy gene,1
LOC4817235,RfC38,Single copy gene,1
LOC4817243,CG6488,Single copy gene,1
LOC4817244,CG4983,Single copy gene,1
LOC4817245,Pgant4,Single copy gene,1
LOC4817247,CG15880,Single copy gene,1
LOC4817248,PGAP2,Single copy gene,1
LOC4817250,CG4788,Single copy gene,1
LOC4817252,Nup160,Single copy gene,1
LOC4817253,CG15418,Single copy gene,1
LOC4817255,CG4133,Single copy gene,1
LOC4817256,CG5435,Single copy gene,1
LOC4817257,CG31712,Single copy gene,1
LOC4817258,CG13124,Single copy gene,1
LOC4817259,Wdr59,Single copy gene,1
LOC4817260,Ge-1,Single copy gene,1
LOC4817261,IFT46,Single copy gene,1
LOC4817262,Shaw,Single copy gene,1
LOC4817263,Tspo,Single copy gene,1
LOC4817266,CG3709,Single copy gene,1
LOC4817269,CG6144,Single copy gene,1
LOC4817270,dUTPase,Single copy gene,1
LOC4817271,CG15422,Single copy gene,1
LOC4817272,Clp,Single copy gene,1
LOC4817274,CG13692,Single copy gene,1
LOC4817275,CG13282,Single copy gene,1
LOC4817276,crok,Single copy gene,1
LOC4817277,CG6583,Single copy gene,1
LOC4817280,Amacr,Single copy gene,1
LOC4817281,CG44153,Single copy gene,1
LOC4817282,AstCC,Single copy gene,1
LOC4817283,CG31957,Single copy gene,1
LOC4817285,wg,Single copy gene,1
LOC4817286,RpL37A,Single copy gene,1
LOC4817287,CG6230,Single copy gene,1
LOC4817288,CG14921,Single copy gene,1
LOC4817289,tup,Single copy gene,1
LOC4817290,Pomp,Single copy gene,1
LOC4817291,CG8292,Single copy gene,1
LOC4817292,spag4,Single copy gene,1
LOC4817293,CG10343,Single copy gene,1
LOC4817295,Ntl,Single copy gene,1
LOC4817296,dbe,Single copy gene,1
LOC4817297,CG2608,Single copy gene,1
LOC4817298,aop,Single copy gene,1
LOC4817299,mEFG1,Single copy gene,1
LOC4817300,CG4751,Single copy gene,1
LOC4817302,robl22E,Single copy gene,1
LOC4817303,TTLL4B,Single copy gene,1
LOC4817304,slp2,Single copy gene,1
LOC4817305,Ptth,Single copy gene,1
LOC4817306,mtsh,Single copy gene,1
LOC4817308,mdy,Single copy gene,1
LOC4817309,dl,Single copy gene,1
LOC4817311,CG13123,Single copy gene,1
LOC4817314,IM33,Single copy gene,1
LOC4817316,ush,Single copy gene,1
LOC4817318,CG2818,Single copy gene,1
LOC4817319,rempA,Single copy gene,1
LOC4817320,CG42750,Single copy gene,1
LOC4817321,CG10869,Single copy gene,1
LOC4817323,CG31760,Single copy gene,1
LOC4817324,CG6201,Single copy gene,1
LOC4817326,CG10383,Single copy gene,1
LOC4817327,CG10338,Single copy gene,1
LOC4817328,Ent1,Single copy gene,1
LOC4817330,E23,Single copy gene,1
LOC4817332,Bsg25D,Single copy gene,1
LOC4817334,Pvr,Single copy gene,1
LOC4817335,ND-PDSW,Single copy gene,1
LOC4817337,CG10621,Single copy gene,1
LOC4817338,Nedd8,Single copy gene,1
LOC4817340,CG31751,Single copy gene,1
LOC4817341,Pgant5,Single copy gene,1
LOC4817342,JMJD4,Single copy gene,1
LOC4817343,CG3246,Single copy gene,1
LOC4817344,Cyt-c-p,Single copy gene,1
LOC4817345,CG5850,Single copy gene,1
LOC4817347,LKRSDH,Single copy gene,1
LOC4817348,l_2_gd1,Single copy gene,1
LOC4817349,mxt,Single copy gene,1
LOC4817350,CG4017,Single copy gene,1
LOC4817351,Dref,Single copy gene,1
LOC4817352,CG17996,Single copy gene,1
LOC4817353,bib,Single copy gene,1
LOC4817354,SerRS,Single copy gene,1
LOC4817355,CG17258,Single copy gene,1
LOC4817359,CG10874,Single copy gene,1
LOC4817364,CG4364,Single copy gene,1
LOC4817365,CG15629,Single copy gene,1
LOC4817366,CG3225,Single copy gene,1
LOC4817368,CarT,Single copy gene,1
LOC4817370,mRpL48,Single copy gene,1
LOC4817371,CG13126,Single copy gene,1
LOC4817373,IP3K1,Single copy gene,1
LOC4817374,CG2816,Single copy gene,1
LOC4817375,CG3604,Single copy gene,1
LOC4817377,nAChRbeta3,Single copy gene,1
LOC4817378,CG3513,Single copy gene,1
LOC4817379,cbt,Single copy gene,1
LOC4817380,CG2772,Single copy gene,1
LOC4817381,CG8837,Single copy gene,1
LOC4817382,Fign,Single copy gene,1
LOC4817383,Or24a,Single copy gene,1
LOC4817384,CG10650,Single copy gene,1
LOC4817385,CG15170,Single copy gene,1
LOC4817386,grnd,Single copy gene,1
LOC4817387,CG14535,Single copy gene,1
LOC4817389,CG33127,Single copy gene,1
LOC4817390,CG10019,Single copy gene,1
LOC4817391,CG5846,Single copy gene,1
LOC4817392,LSm7,Single copy gene,1
LOC4817394,CG4267,Single copy gene,1
LOC4817395,Tengl2,Single copy gene,1
LOC4817396,obst-B,Single copy gene,1
LOC4817397,CG13127,Single copy gene,1
LOC4817398,CG3609,Single copy gene,1
LOC4817400,Taf11,Single copy gene,1
LOC4817401,CG15406,Single copy gene,1
LOC4817403,strat,Single copy gene,1
LOC4817404,CG7781,Single copy gene,1
LOC4817405,CG13133,Single copy gene,1
LOC4817406,CG4537,Single copy gene,1
LOC4817408,CG10570,Single copy gene,1
LOC4817410,CG5734,Single copy gene,1
LOC4817411,Scgalpha,Single copy gene,1
LOC4817412,wol,Single copy gene,1
LOC4817413,brwl,Single copy gene,1
LOC4817414,cold,Single copy gene,1
LOC4817415,CG4213,Single copy gene,1
LOC4817417,Cyt-b5-r,Single copy gene,1
LOC4817418,Bub1,Single copy gene,1
LOC4817419,vri,Single copy gene,1
LOC4817422,Bka,Single copy gene,1
LOC4817423,Nepl7,Single copy gene,1
LOC4817424,Etl1,Single copy gene,1
LOC4817425,kon,Single copy gene,1
LOC4817427,CG15412,Single copy gene,1
LOC4817428,Csl4,Single copy gene,1
LOC4817429,CG3036,Single copy gene,1
LOC4817430,CG13949,Single copy gene,1
LOC4817431,CG13950,Single copy gene,1
LOC4817432,CG7203,Single copy gene,1
LOC4817434,CG6388,Single copy gene,1
LOC4817435,Apf,Single copy gene,1
LOC4817436,jet,Single copy gene,1
LOC4817438,Acp32CD,Single copy gene,1
LOC4817441,CG6012,Single copy gene,1
LOC4817442,Rpb11,Single copy gene,1
LOC4817443,mtDNA-helicase,Single copy gene,1
LOC4817444,snsl,Single copy gene,1
LOC4817446,CG10413,Single copy gene,1
LOC4817447,CG10333,Single copy gene,1
LOC4817448,Oseg5,Single copy gene,1
LOC4817451,CG7102,Single copy gene,1
LOC4817452,SmE,Single copy gene,1
LOC4817453,Plc21C,Single copy gene,1
LOC4817454,cnir,Single copy gene,1
LOC4817455,PGAP5,Single copy gene,1
LOC4817461,Cse1,Single copy gene,1
LOC4817462,CG31777,Single copy gene,1
LOC4817463,CG15160,Single copy gene,1
LOC4817464,Pka-C1,Single copy gene,1
LOC4817466,Ppt2,Single copy gene,1
LOC4817467,Oatp33Eb,Single copy gene,1
LOC4817470,Dif,Single copy gene,1
LOC4817471,CG13117,Single copy gene,1
LOC4817472,Cep97,Single copy gene,1
LOC4817473,CG7840,Single copy gene,1
LOC4817474,bowl,Single copy gene,1
LOC4817476,CG15414,Single copy gene,1
LOC4817477,tank,Single copy gene,1
LOC4817478,CG3597,Single copy gene,1
LOC4817480,Pgant2,Single copy gene,1
LOC4817481,Ptpa,Single copy gene,1
LOC4817482,cdc14,Single copy gene,1
LOC4817483,Ripalpha,Single copy gene,1
LOC4817485,chif,Single copy gene,1
LOC4817486,RpL7,Single copy gene,1
LOC4817487,ssp3,Single copy gene,1
LOC4817488,CG4455,Single copy gene,1
LOC4817489,CaBP1,Single copy gene,1
LOC4817490,jhamt,Single copy gene,1
LOC4817491,CG5888,Single copy gene,1
LOC4817492,Idgf1,Single copy gene,1
LOC4817493,Idgf2,Single copy gene,1
LOC4817494,Idgf3,Single copy gene,1
LOC4817495,dac,Single copy gene,1
LOC4817497,CG5953,Single copy gene,1
LOC4817498,CG31816,Single copy gene,1
LOC4817499,CG5968,Single copy gene,1
LOC4817502,CG4631,Single copy gene,1
LOC4817504,Trpgamma,Single copy gene,1
LOC4817505,her,Single copy gene,1
LOC4817507,Eno,Single copy gene,1
LOC4817508,Rrp40,Single copy gene,1
LOC4817509,CG31937,Single copy gene,1
LOC4817510,CG17652,Single copy gene,1
LOC4817511,CG17646,Single copy gene,1
LOC4817512,CG17712,Single copy gene,1
LOC4817513,CG17648,Single copy gene,1
LOC4817520,wry,Single copy gene,1
LOC4817521,CG31663,Single copy gene,1
LOC4817524,CG15357,Single copy gene,1
LOC4817525,erm,Single copy gene,1
LOC4817526,Der-1,Single copy gene,1
LOC4817527,CG15356,Single copy gene,1
LOC4817528,CG15362,Single copy gene,1
LOC4817529,CG7289,Single copy gene,1
LOC4817530,Got2,Single copy gene,1
LOC4817531,Npc2a,Single copy gene,1
LOC4817533,CG33543,Single copy gene,1
LOC4817534,CG15353,Single copy gene,1
LOC4817536,CG4238,Single copy gene,1
LOC4817537,CG42296,Single copy gene,1
LOC4817538,Su_dx_,Single copy gene,1
LOC4817541,Or22c,Single copy gene,1
LOC4817542,dpr3,Single copy gene,1
LOC4817545,Pkg21D,Single copy gene,1
LOC4817546,CG3544,Single copy gene,1
LOC4817547,Gr21a,Single copy gene,1
LOC4817548,GABA-B-R3,Single copy gene,1
LOC4817549,Eaat2,Single copy gene,1
LOC4817551,CycY,Single copy gene,1
LOC4817553,esc,Single copy gene,1
LOC4817554,Pde1c,Single copy gene,1
LOC4817555,CG31704,Single copy gene,1
LOC4817556,CG44008,Single copy gene,1
LOC4817557,CG14933,Single copy gene,1
LOC4817563,Or33c,Single copy gene,1
LOC4817566,CG15443,Single copy gene,1
LOC4817567,CG15435,Single copy gene,1
LOC4817568,mRpL27,Single copy gene,1
LOC4817569,RpL27A,Single copy gene,1
LOC4817570,Gs1l,Single copy gene,1
LOC4817571,ND-B8,Single copy gene,1
LOC4817572,CG15440,Single copy gene,1
LOC4817573,CG15439,Single copy gene,1
LOC4817574,MFS18,Single copy gene,1
LOC4817575,Elp3,Single copy gene,1
LOC4817576,morgue,Single copy gene,1
LOC4817577,CG15432,Single copy gene,1
LOC4817579,CG15431,Single copy gene,1
LOC4817580,Dim1,Single copy gene,1
LOC4817581,CG33003,Single copy gene,1
LOC4817582,l_2_k05819,Single copy gene,1
LOC4817583,CG3652,Single copy gene,1
LOC4817584,Tps1,Single copy gene,1
LOC4817586,Vps53,Single copy gene,1
LOC4817588,CG15429,Single copy gene,1
LOC4817589,IA-2,Single copy gene,1
LOC4817591,S,Single copy gene,1
LOC4817592,ast,Single copy gene,1
LOC4817593,Atg4a,Single copy gene,1
LOC4817594,CG4629,Single copy gene,1
LOC4817595,mtRNApol,Single copy gene,1
LOC4817599,CG4552,Single copy gene,1
LOC4817600,Iris,Single copy gene,1
LOC4817601,CG4577,Single copy gene,1
LOC4817602,MFS3,Single copy gene,1
LOC4817603,l_2_10685,Single copy gene,1
LOC4817604,Tfb4,Single copy gene,1
LOC4817605,Vps29,Single copy gene,1
LOC4817608,Tango14,Single copy gene,1
LOC4817609,CG5080,Single copy gene,1
LOC4817610,IntS14,Single copy gene,1
LOC4817611,CG14341,Single copy gene,1
LOC4817617,Tgt,Single copy gene,1
LOC4817618,CG5001,Single copy gene,1
LOC4817619,CG5139,Single copy gene,1
LOC4817621,CG14342,Single copy gene,1
LOC4817622,CG5397,Single copy gene,1
LOC4817623,robo3,Single copy gene,1
LOC4817624,a5,Single copy gene,1
LOC4817628,CG31659,Single copy gene,1
LOC4817629,CG14346,Single copy gene,1
LOC4817632,robo2,Single copy gene,1
LOC4817634,CG31928,Single copy gene,1
LOC4817635,CG33128,Single copy gene,1
LOC4817636,CG31661,Single copy gene,1
LOC4817637,CG31926,Single copy gene,1
LOC4817638,CG18131,Single copy gene,1
LOC4817641,halo,Single copy gene,1
LOC4817643,CG31935,Single copy gene,1
LOC4817644,haf,Single copy gene,1
LOC4817646,CG14352,Single copy gene,1
LOC4817647,Faf2,Single copy gene,1
LOC4817648,Grip71,Single copy gene,1
LOC4817649,Irk3,Single copy gene,1
LOC4817650,Socs36E,Single copy gene,1
LOC4817651,kel,Single copy gene,1
