Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0000010	Pp1-13C, Pp1-87B, Pp1-Y2, Pp1alpha-96A, PpD5, PpD6, PpN58A, flw	Dmir_LOC108153591, Dmir_LOC108156061, Dmir_LOC108156847, Dmir_LOC108159581, Dmir_LOC108160670, Dmir_LOC108160898, Dmir_LOC108160899, Dmir_LOC108164567, Dmir_LOC108164951, Dmir_LOC117185775, Dmir_LOC117188002, Dmir_LOC117188150, Dmir_LOC117193202	Dpse_LOC4800831, Dpse_LOC4805268, Dpse_LOC6897478, Dpse_LOC6898833, Dpse_LOC6898835, Dpse_LOC6898836, Dpse_LOC6898840, Dpse_LOC6900570, Dpse_LOC6901473, Dpse_LOC6901811	XP_034652849.1, XP_034652923.1, XP_034653853.1, XP_034653856.1, XP_034654829.1, XP_034657649.1, XP_034661258.1, XP_034664027.1, XP_034671893.1	Dvir_XP_002047473.1, Dvir_XP_002049727.2, Dvir_XP_002049728.2, Dvir_XP_002049729.1, Dvir_XP_002049737.1, Dvir_XP_002050452.1, Dvir_XP_002053324.1, Dvir_XP_002054468.1, Dvir_XP_002059503.1, Dvir_XP_015025728.1, Dvir_XP_015029837.1	Dwil_XP_002063920.2, Dwil_XP_002063921.1, Dwil_XP_002063928.2, Dwil_XP_002064155.2, Dwil_XP_002064305.1, Dwil_XP_002072400.1, Dwil_XP_002073997.1
OG0000011	CG15436, CG17612, CG4318, CG44002, Neu2	Dmir_LOC108161557, Dmir_LOC108161854, Dmir_LOC108161855, Dmir_LOC108162186, Dmir_LOC108162187, Dmir_LOC108162188, Dmir_LOC108162189, Dmir_LOC108162812, Dmir_LOC108162815, Dmir_LOC108163065, Dmir_LOC108163322, Dmir_LOC108163629, Dmir_LOC108163972, Dmir_LOC108164675, Dmir_LOC117185693, Dmir_LOC117185695, Dmir_LOC117188829, Dmir_LOC117188852, Dmir_LOC117188957	Dpse_LOC117184073, Dpse_LOC117184074, Dpse_LOC117184127, Dpse_LOC117184128, Dpse_LOC26532842, Dpse_LOC26533837, Dpse_LOC26533994, Dpse_LOC26534003, Dpse_LOC6900979, Dpse_LOC6902418, Dpse_LOC6902419, Dpse_LOC6903239, Dpse_LOC6903240, Dpse_LOC6903241, Dpse_LOC6903257, Dpse_LOC6903258, Dpse_LOC6903259, Dpse_LOC6903279, Dpse_LOC6903305, Dpse_LOC6904000	XP_034666423.1, XP_034666433.1, XP_034667416.1, XP_034667951.1, XP_034668586.1, XP_034668778.1, XP_034669808.1, XP_034669810.1, XP_034669811.1, XP_034669815.1, XP_034669818.1, XP_034670197.1		
OG0000012		Dmir_LOC108163227, Dmir_LOC117186432, Dmir_LOC117186621, Dmir_LOC117186637, Dmir_LOC117186706, Dmir_LOC117186722, Dmir_LOC117187169, Dmir_LOC117188325, Dmir_LOC117188405, Dmir_LOC117188748, Dmir_LOC117189283, Dmir_LOC117189412, Dmir_LOC117189752, Dmir_LOC117189907, Dmir_LOC117189941, Dmir_LOC117190064, Dmir_LOC117190552, Dmir_LOC117190553, Dmir_LOC117190642, Dmir_LOC117190667, Dmir_LOC117190746, Dmir_LOC117190857, Dmir_LOC117191015, Dmir_LOC117191028, Dmir_LOC117191029, Dmir_LOC117191070, Dmir_LOC117191266, Dmir_LOC117191276, Dmir_LOC117191279, Dmir_LOC117191281, Dmir_LOC117191282, Dmir_LOC117191285, Dmir_LOC117191314, Dmir_LOC117191319, Dmir_LOC117191320, Dmir_LOC117191321, Dmir_LOC117191324, Dmir_LOC117191327, Dmir_LOC117191351, Dmir_LOC117191378, Dmir_LOC117192203, Dmir_LOC117192403, Dmir_LOC117192491, Dmir_LOC117192917, Dmir_LOC117193003, Dmir_LOC117193240, Dmir_LOC117193472, Dmir_LOC117193537, Dmir_LOC117193623, Dmir_LOC117193652, Dmir_LOC117194711, Dmir_LOC117195154, Dmir_LOC117195172, Dmir_LOC117195199				
OG0000013	mars	Dmir_LOC108158946, Dmir_LOC117187764, Dmir_LOC117188145, Dmir_LOC117190751, Dmir_LOC117191117, Dmir_LOC117191118, Dmir_LOC117191119, Dmir_LOC117191120, Dmir_LOC117191121, Dmir_LOC117191122, Dmir_LOC117191125, Dmir_LOC117191126, Dmir_LOC117191127, Dmir_LOC117191129, Dmir_LOC117191131, Dmir_LOC117191132, Dmir_LOC117191133, Dmir_LOC117191135, Dmir_LOC117191136, Dmir_LOC117191138, Dmir_LOC117191139, Dmir_LOC117191140, Dmir_LOC117191142, Dmir_LOC117191143, Dmir_LOC117191144, Dmir_LOC117191145, Dmir_LOC117191146, Dmir_LOC117191147, Dmir_LOC117191148, Dmir_LOC117191149, Dmir_LOC117191150, Dmir_LOC117191152, Dmir_LOC117191153, Dmir_LOC117191154, Dmir_LOC117191155, Dmir_LOC117191157, Dmir_LOC117191158, Dmir_LOC117191159, Dmir_LOC117191161, Dmir_LOC117191644, Dmir_LOC117191645, Dmir_LOC117191647, Dmir_LOC117191650, Dmir_LOC117191651, Dmir_LOC117191652, Dmir_LOC117191653, Dmir_LOC117191654	Dpse_LOC4804386	XP_034651787.1, XP_034658030.1	Dvir_XP_002058873.2	Dwil_XP_002063987.3
OG0000014	feo, sofe	Dmir_LOC108157567, Dmir_LOC108160242, Dmir_LOC108161189, Dmir_LOC117187769, Dmir_LOC117187955, Dmir_LOC117187956, Dmir_LOC117187957, Dmir_LOC117188419, Dmir_LOC117188420, Dmir_LOC117188469, Dmir_LOC117188470, Dmir_LOC117190107, Dmir_LOC117190108, Dmir_LOC117190120, Dmir_LOC117190124, Dmir_LOC117191094, Dmir_LOC117191504, Dmir_LOC117191509, Dmir_LOC117194322, Dmir_LOC117194363, Dmir_LOC117194398, Dmir_LOC117194399, Dmir_LOC117194404, Dmir_LOC117194405, Dmir_LOC117194408, Dmir_LOC117194483, Dmir_LOC117194578, Dmir_LOC117194583, Dmir_LOC117194590, Dmir_LOC117194593, Dmir_LOC117194595, Dmir_LOC117194608, Dmir_LOC117194683, Dmir_LOC117194701, Dmir_LOC117194806, Dmir_LOC117194820, Dmir_LOC117194826, Dmir_LOC117194832, Dmir_LOC117194834, Dmir_LOC117194836, Dmir_LOC117195323	Dpse_LOC4815480, Dpse_LOC6897595, Dpse_LOC6902241	XP_034655952.1, XP_034672167.1	Dvir_XP_002055678.1, Dvir_XP_002055679.1	Dwil_XP_002067579.1, Dwil_XP_015033692.2
OG0000015	CG15657	Dmir_LOC108160811, Dmir_LOC117192227, Dmir_LOC117192842, Dmir_LOC117192843, Dmir_LOC117193115, Dmir_LOC117193116, Dmir_LOC117193117, Dmir_LOC117193118, Dmir_LOC117193119, Dmir_LOC117193120, Dmir_LOC117193121, Dmir_LOC117193122, Dmir_LOC117193123, Dmir_LOC117193124, Dmir_LOC117193125, Dmir_LOC117193126, Dmir_LOC117193127, Dmir_LOC117193128, Dmir_LOC117193129, Dmir_LOC117193130, Dmir_LOC117193131, Dmir_LOC117193132, Dmir_LOC117193199, Dmir_LOC117193200, Dmir_LOC117193431, Dmir_LOC117193432, Dmir_LOC117193433, Dmir_LOC117193667, Dmir_LOC117193668, Dmir_LOC117193700, Dmir_LOC117193701, Dmir_LOC117193819, Dmir_LOC117193998, Dmir_LOC117194030, Dmir_LOC117194091, Dmir_LOC117194165, Dmir_LOC117194166, Dmir_LOC117194167, Dmir_LOC117194168, Dmir_LOC117194169, Dmir_LOC117194170, Dmir_LOC117194171, Dmir_LOC117194172, Dmir_LOC117194173, Dmir_LOC117194174, Dmir_LOC117194175, Dmir_LOC117194177	Dpse_LOC4805538	XP_034653353.1	Dvir_XP_002049809.1	Dwil_XP_002062825.1
OG0000016	Act42A, Act57B, Act5C, Act79B, Act87E, Act88F, Arp53D	Dmir_LOC108150995, Dmir_LOC108154361, Dmir_LOC108156024, Dmir_LOC108156493, Dmir_LOC108159228, Dmir_LOC108160302, Dmir_LOC108162328, Dmir_LOC117190705, Dmir_LOC117193102, Dmir_LOC117194496, Dmir_LOC117195216	Dpse_LOC26533720, Dpse_LOC26534122, Dpse_LOC4801993, Dpse_LOC4812150, Dpse_LOC4814924, Dpse_LOC6896970, Dpse_LOC6898475, Dpse_LOC6898658	XP_034650458.1, XP_034651231.1, XP_034654005.1, XP_034655932.1, XP_034663715.1, XP_034665488.1, XP_034667841.1, XP_034667921.1, XP_034672195.1	Dvir_XP_002048319.1, Dvir_XP_002049004.2, Dvir_XP_002054294.1, Dvir_XP_002056070.1, Dvir_XP_002059335.1, Dvir_XP_002059414.1, Dvir_XP_002059576.1, Dvir_XP_032291957.1	Dwil_XP_002063119.1, Dwil_XP_002064370.1, Dwil_XP_002068049.1, Dwil_XP_002069647.1, Dwil_XP_002073085.1, Dwil_XP_002074960.1, Dwil_XP_023030881.1
OG0000017	CG9500	Dmir_LOC108161232		XP_034666112.1, XP_034666113.1, XP_034667581.1	Dvir_XP_002051325.3	Dwil_XP_002062969.2, Dwil_XP_002063633.2, Dwil_XP_002065271.3, Dwil_XP_002065272.2, Dwil_XP_002065276.2, Dwil_XP_015032447.2, Dwil_XP_015032497.2, Dwil_XP_015033742.1, Dwil_XP_015033900.1, Dwil_XP_015033908.2, Dwil_XP_015033949.1, Dwil_XP_015033992.1, Dwil_XP_023030831.1, Dwil_XP_023031115.1, Dwil_XP_023031419.1, Dwil_XP_023031420.1, Dwil_XP_023031462.1, Dwil_XP_023031486.1, Dwil_XP_023031488.1, Dwil_XP_023031622.1, Dwil_XP_023031767.1, Dwil_XP_023031812.1, Dwil_XP_023032089.1, Dwil_XP_023032090.1, Dwil_XP_023032107.1, Dwil_XP_023032112.1, Dwil_XP_023032122.1, Dwil_XP_023032128.1, Dwil_XP_023032129.1, Dwil_XP_023032132.1, Dwil_XP_023032133.1, Dwil_XP_023032135.1, Dwil_XP_023032452.1, Dwil_XP_023032530.1, Dwil_XP_023033414.1, Dwil_XP_023034055.1, Dwil_XP_023034115.1, Dwil_XP_023035601.1, Dwil_XP_023035879.1, Dwil_XP_023036208.1, Dwil_XP_023036232.1, Dwil_XP_023036449.1, Dwil_XP_023037476.1, Dwil_XP_023037707.1
OG0000018	CG33725	Dmir_LOC108153866, Dmir_LOC108153868, Dmir_LOC108153871, Dmir_LOC108153991, Dmir_LOC108154010, Dmir_LOC108154052, Dmir_LOC108154580, Dmir_LOC108154586, Dmir_LOC117187432	Dpse_LOC117183249, Dpse_LOC117183599, Dpse_LOC117183671, Dpse_LOC13036393, Dpse_LOC13036490, Dpse_LOC26533415, Dpse_LOC6896992, Dpse_LOC6896993, Dpse_LOC6897749, Dpse_LOC6897759, Dpse_LOC6897761, Dpse_LOC6898266, Dpse_LOC6898293, Dpse_LOC6898500, Dpse_LOC6898641, Dpse_LOC6899372	XP_034650048.1, XP_034650052.1, XP_034650055.1, XP_034650074.1, XP_034651341.1, XP_034651342.1, XP_034654779.1, XP_034660345.1, XP_034661768.1, XP_034663459.1, XP_034664334.1, XP_034664357.1, XP_034664390.1, XP_034664391.1, XP_034664404.1, XP_034664405.1, XP_034664406.1, XP_034664933.1	Dvir_XP_002054794.2, Dvir_XP_032291674.1	Dwil_XP_023034630.1, Dwil_XP_023035653.1, Dwil_XP_023036395.1
OG0000019	His3.3A, His3.3B, His3_CG31613, His3_CG33803, His3_CG33806, His3_CG33809, His3_CG33812, His3_CG33815, His3_CG33818, His3_CG33821, His3_CG33824, His3_CG33827, His3_CG33830, His3_CG33833, His3_CG33836, His3_CG33839, His3_CG33842, His3_CG33845, His3_CG33848, His3_CG33851, His3_CG33854, His3_CG33857, His3_CG33860, His3_CG33863, His3_CG33866	Dmir_LOC108156793, Dmir_LOC108157728, Dmir_LOC108162357	Dpse_LOC117183558, Dpse_LOC117183559, Dpse_LOC4816320, Dpse_LOC6901557	XP_034651836.1, XP_034667520.1	Dvir_XP_002051859.1, Dvir_XP_002058949.1, Dvir_XP_002060537.1, Dvir_XP_032288821.1	Dwil_XP_002060604.1, Dwil_XP_002060911.1, Dwil_XP_002064500.1, Dwil_XP_002069215.1, Dwil_XP_002075944.1, Dwil_XP_015031830.1, Dwil_XP_015032659.1, Dwil_XP_023033891.1, Dwil_XP_023037273.1, Dwil_XP_023037321.1
OG0000020	alpha-Est1, alpha-Est2, alpha-Est5, alpha-Est6, alpha-Est7, alpha-Est8, alpha-Est9, gas	Dmir_LOC108153857, Dmir_LOC108155685, Dmir_LOC108156707, Dmir_LOC108156708, Dmir_LOC108157164, Dmir_LOC108158830	Dpse_LOC4802957, Dpse_LOC4802964, Dpse_LOC4804210, Dpse_LOC5384073, Dpse_LOC5495505, Dpse_LOC6897864	XP_034653377.1, XP_034660114.1, XP_034660116.1, XP_034660117.1, XP_034660122.1, XP_034664233.1, XP_034664234.1	Dvir_XP_002050067.1, Dvir_XP_002056427.2, Dvir_XP_002056429.1, Dvir_XP_002056431.1, Dvir_XP_002056433.1, Dvir_XP_002056434.1, Dvir_XP_002056438.1, Dvir_XP_015026270.1, Dvir_XP_032289605.1	Dwil_XP_002066057.1, Dwil_XP_002070354.2, Dwil_XP_002070356.3, Dwil_XP_002070358.1, Dwil_XP_002070359.2, Dwil_XP_002070360.2, Dwil_XP_002070362.2, Dwil_XP_002070363.2, Dwil_XP_002070369.1, Dwil_XP_023034002.1, Dwil_XP_023034419.1, Dwil_XP_023035544.1
OG0000021		Dmir_LOC117186128, Dmir_LOC117186483, Dmir_LOC117187713, Dmir_LOC117188757, Dmir_LOC117189583, Dmir_LOC117189740, Dmir_LOC117189741, Dmir_LOC117189742, Dmir_LOC117189743, Dmir_LOC117189744, Dmir_LOC117189745, Dmir_LOC117190479, Dmir_LOC117190483, Dmir_LOC117190983, Dmir_LOC117191847, Dmir_LOC117191880, Dmir_LOC117192002, Dmir_LOC117192175, Dmir_LOC117192367, Dmir_LOC117192368, Dmir_LOC117193135, Dmir_LOC117193275, Dmir_LOC117193515, Dmir_LOC117193599, Dmir_LOC117194076, Dmir_LOC117195273, Dmir_LOC117195274	Dpse_LOC117183657, Dpse_LOC117183790, Dpse_LOC117183920, Dpse_LOC117184112, Dpse_LOC117184352, Dpse_LOC117184612, Dpse_LOC117184624, Dpse_LOC117184651, Dpse_LOC117184703, Dpse_LOC117184719, Dpse_LOC117184723, Dpse_LOC117184732, Dpse_LOC117184737, Dpse_LOC117184906, Dpse_LOC117185174, Dpse_LOC117185175, Dpse_LOC117185414, Dpse_LOC117185561, Dpse_LOC117185562, Dpse_LOC26533308			Dwil_XP_023032138.1
OG0000022	CG30428	Dmir_LOC108158055, Dmir_LOC108160632, Dmir_LOC117185925, Dmir_LOC117187842, Dmir_LOC117188362, Dmir_LOC117188366, Dmir_LOC117188367, Dmir_LOC117188368, Dmir_LOC117188369, Dmir_LOC117188370, Dmir_LOC117188371, Dmir_LOC117188372, Dmir_LOC117188373, Dmir_LOC117188374, Dmir_LOC117192607, Dmir_LOC117192609, Dmir_LOC117192672, Dmir_LOC117192703, Dmir_LOC117192704, Dmir_LOC117192705, Dmir_LOC117192743, Dmir_LOC117192744, Dmir_LOC117192745, Dmir_LOC117192746, Dmir_LOC117192747, Dmir_LOC117192748, Dmir_LOC117193053, Dmir_LOC117193059, Dmir_LOC117193060, Dmir_LOC117193061, Dmir_LOC117193062, Dmir_LOC117193499, Dmir_LOC117193516, Dmir_LOC117193530, Dmir_LOC117193569, Dmir_LOC117194061, Dmir_LOC117194062, Dmir_LOC117194063, Dmir_LOC117194064, Dmir_LOC117194065, Dmir_LOC117194066, Dmir_LOC117194067	Dpse_LOC4804621	XP_034652652.1	Dvir_XP_002048958.2	Dwil_XP_023030525.1
OG0000023	AGO2	Dmir_LOC108151034, Dmir_LOC108156019, Dmir_LOC108157152, Dmir_LOC108157941, Dmir_LOC108160243, Dmir_LOC108161282, Dmir_LOC108161283, Dmir_LOC108165261, Dmir_LOC117185912, Dmir_LOC117185923, Dmir_LOC117185924, Dmir_LOC117185976, Dmir_LOC117186045, Dmir_LOC117186331, Dmir_LOC117186804, Dmir_LOC117186805, Dmir_LOC117186806, Dmir_LOC117186808, Dmir_LOC117186810, Dmir_LOC117186812, Dmir_LOC117186819, Dmir_LOC117186893, Dmir_LOC117186894, Dmir_LOC117186895, Dmir_LOC117186897, Dmir_LOC117186904, Dmir_LOC117187072, Dmir_LOC117187261, Dmir_LOC117187262, Dmir_LOC117187482, Dmir_LOC117188198	Dpse_LOC117183210, Dpse_LOC26531987, Dpse_LOC26532128, Dpse_LOC26532731, Dpse_LOC6897628, Dpse_LOC6897740, Dpse_LOC6899487, Dpse_LOC6900340, Dpse_LOC6903043, Dpse_LOC6904109	XP_034656704.1, XP_034658415.1	Dvir_XP_032291133.1	Dwil_XP_002074436.3, Dwil_XP_023032415.1
OG0000024	CG11664, CG17234, CG17239, CG17242, CG30025, CG30031, CG31681, Send1, Send2, Ser12, Ser8, alphaTry, betaTry, deltaTry, gammaTry	Dmir_LOC108159455, Dmir_LOC108160774, Dmir_LOC108160813, Dmir_LOC108160883, Dmir_LOC117193757	Dpse_LOC4805028, Dpse_LOC5495520, Dpse_LOC6898785, Dpse_LOC6898786	XP_034650354.1, XP_034650355.1, XP_034650357.1, XP_034652213.1	Dvir_XP_002048929.1, Dvir_XP_002049267.1, Dvir_XP_002049269.3, Dvir_XP_002049271.1, Dvir_XP_002049272.1, Dvir_XP_002049273.1, Dvir_XP_002049423.1, Dvir_XP_002049425.1, Dvir_XP_002049426.1, Dvir_XP_002052328.1, Dvir_XP_015029714.1, Dvir_XP_015030273.1	Dwil_XP_002061071.1, Dwil_XP_002062863.2, Dwil_XP_002062899.1, Dwil_XP_002062900.1, Dwil_XP_002063596.1, Dwil_XP_023037610.1
OG0000025		Dmir_LOC108159780, Dmir_LOC117189636, Dmir_LOC117189637, Dmir_LOC117189638, Dmir_LOC117189640, Dmir_LOC117190569, Dmir_LOC117190570, Dmir_LOC117190571, Dmir_LOC117190573, Dmir_LOC117190575, Dmir_LOC117190576, Dmir_LOC117190577, Dmir_LOC117191100, Dmir_LOC117191724, Dmir_LOC117191725, Dmir_LOC117191726, Dmir_LOC117191727, Dmir_LOC117193148, Dmir_LOC117193149, Dmir_LOC117193414, Dmir_LOC117193809, Dmir_LOC117194323, Dmir_LOC117194325, Dmir_LOC117194326, Dmir_LOC117194364, Dmir_LOC117194433, Dmir_LOC117194435, Dmir_LOC117194438, Dmir_LOC117194439, Dmir_LOC117194440, Dmir_LOC117194441, Dmir_LOC117194442, Dmir_LOC117194465, Dmir_LOC117194489, Dmir_LOC117194490, Dmir_LOC117194501, Dmir_LOC117194611, Dmir_LOC117194646, Dmir_LOC117194647, Dmir_LOC117194648, Dmir_LOC117194848, Dmir_LOC117194850, Dmir_LOC117195133, Dmir_LOC117195148, Dmir_LOC117195149, Dmir_LOC117195166				
OG0000026	CG17191, CG17192, CG6271, CG6277, CG6283, CG6295, CG6296	Dmir_LOC108153982, Dmir_LOC108157037, Dmir_LOC108157040, Dmir_LOC108157041, Dmir_LOC108157043, Dmir_LOC108157044, Dmir_LOC108157045, Dmir_LOC108157046	Dpse_LOC26533605, Dpse_LOC4801129, Dpse_LOC4801131, Dpse_LOC4801132, Dpse_LOC6897057, Dpse_LOC6897058, Dpse_LOC6897060, Dpse_LOC6897061	XP_034665171.1, XP_034665223.1, XP_034665224.1, XP_034665229.1, XP_034665230.1, XP_034665232.1	Dvir_XP_002053913.1, Dvir_XP_002053914.1, Dvir_XP_002053916.1, Dvir_XP_002053917.1, Dvir_XP_002053918.1, Dvir_XP_002053919.1, Dvir_XP_032294467.1	Dwil_XP_002070373.2, Dwil_XP_002070419.1, Dwil_XP_002070420.1, Dwil_XP_002070421.1, Dwil_XP_002070422.1, Dwil_XP_002070425.1, Dwil_XP_002070426.1, Dwil_XP_015033014.2, Dwil_XP_023034213.1
OG0000027	CG12035	Dmir_LOC117189257, Dmir_LOC117189285, Dmir_LOC117190423, Dmir_LOC117190424, Dmir_LOC117190425, Dmir_LOC117190426, Dmir_LOC117191357, Dmir_LOC117191613, Dmir_LOC117191618, Dmir_LOC117191713, Dmir_LOC117191735, Dmir_LOC117191934, Dmir_LOC117191938, Dmir_LOC117192052, Dmir_LOC117192053, Dmir_LOC117192087, Dmir_LOC117194324, Dmir_LOC117194357, Dmir_LOC117194458, Dmir_LOC117194494, Dmir_LOC117194495, Dmir_LOC117194622, Dmir_LOC117194626, Dmir_LOC117194638, Dmir_LOC117194645, Dmir_LOC117194689, Dmir_LOC117194732, Dmir_LOC117194760, Dmir_LOC117194787, Dmir_LOC117194800, Dmir_LOC117194802, Dmir_LOC117194860, Dmir_LOC117195112, Dmir_LOC117195131, Dmir_LOC117195132, Dmir_LOC117195135, Dmir_LOC117195146, Dmir_LOC117195147, Dmir_LOC117195155	Dpse_LOC4811655	XP_034656131.1	Dvir_XP_002046392.1	Dwil_XP_002061666.1
OG0000028		Dmir_LOC108164762, Dmir_LOC108164763, Dmir_LOC117186332, Dmir_LOC117188060, Dmir_LOC117189037, Dmir_LOC117189554, Dmir_LOC117189555, Dmir_LOC117189556, Dmir_LOC117189557, Dmir_LOC117189558, Dmir_LOC117189559, Dmir_LOC117189560, Dmir_LOC117189561, Dmir_LOC117189562, Dmir_LOC117189563, Dmir_LOC117189564, Dmir_LOC117189565, Dmir_LOC117189566, Dmir_LOC117189567, Dmir_LOC117189568, Dmir_LOC117189569, Dmir_LOC117189570, Dmir_LOC117189571, Dmir_LOC117190562, Dmir_LOC117190564, Dmir_LOC117191049, Dmir_LOC117192289, Dmir_LOC117192591, Dmir_LOC117192592, Dmir_LOC117192655, Dmir_LOC117192656, Dmir_LOC117192657, Dmir_LOC117192658, Dmir_LOC117192659, Dmir_LOC117192660, Dmir_LOC117192661, Dmir_LOC117192951, Dmir_LOC117192952, Dmir_LOC117193175, Dmir_LOC117193548, Dmir_LOC117194887, Dmir_LOC117194888, Dmir_LOC117194889	Dpse_LOC26532031			
OG0000029	CG10073, CG10081, CG13160, CG30043, CG30047, CG30049, CG33012	Dmir_LOC108157993, Dmir_LOC108158925, Dmir_LOC108158927, Dmir_LOC108158928, Dmir_LOC108158929, Dmir_LOC108158930, Dmir_LOC108160910, Dmir_LOC108161008, Dmir_LOC117185969, Dmir_LOC117191852	Dpse_LOC26534343, Dpse_LOC4804256, Dpse_LOC4804257, Dpse_LOC4804263, Dpse_LOC4804265, Dpse_LOC4804266, Dpse_LOC6898437, Dpse_LOC6898438, Dpse_LOC6898439	XP_034652122.1, XP_034652124.1, XP_034652125.1, XP_034652127.1, XP_034652128.1, XP_034654187.1, XP_034654188.1, XP_034654189.1		Dwil_XP_002061300.1, Dwil_XP_002061301.1, Dwil_XP_002065198.1, Dwil_XP_002074591.2, Dwil_XP_002074592.1, Dwil_XP_002074795.2, Dwil_XP_015032001.2, Dwil_XP_023033288.1, Dwil_XP_023034128.1
OG0000030	CG44532	Dmir_LOC117186040, Dmir_LOC117192881	Dpse_LOC117183489, Dpse_LOC117183632, Dpse_LOC117183635, Dpse_LOC117184038, Dpse_LOC117184459, Dpse_LOC117184560, Dpse_LOC117184561, Dpse_LOC117184570, Dpse_LOC117184630, Dpse_LOC117184639, Dpse_LOC117184646, Dpse_LOC117184661, Dpse_LOC117184685, Dpse_LOC117184744, Dpse_LOC117184885, Dpse_LOC117184985, Dpse_LOC117185138, Dpse_LOC117185173, Dpse_LOC117185599		Dvir_XP_032289192.1, Dvir_XP_032289204.1, Dvir_XP_032289242.1, Dvir_XP_032289244.1, Dvir_XP_032289315.1, Dvir_XP_032289319.1, Dvir_XP_032289333.1, Dvir_XP_032289334.1, Dvir_XP_032289383.1, Dvir_XP_032289578.1, Dvir_XP_032289663.1, Dvir_XP_032290453.1, Dvir_XP_032290738.1, Dvir_XP_032291016.1, Dvir_XP_032291445.1, Dvir_XP_032294247.1, Dvir_XP_032294251.1, Dvir_XP_032294718.1, Dvir_XP_032295773.1, Dvir_XP_032295892.1, Dvir_XP_032295893.1	
OG0000031						Dwil_XP_002073693.2, Dwil_XP_015031826.2, Dwil_XP_015031835.1, Dwil_XP_015031838.1, Dwil_XP_015031857.1, Dwil_XP_015031874.1, Dwil_XP_015031935.1, Dwil_XP_015032176.1, Dwil_XP_015032192.1, Dwil_XP_015032199.1, Dwil_XP_015032200.1, Dwil_XP_023032984.1, Dwil_XP_023033235.1, Dwil_XP_023033266.1, Dwil_XP_023033267.1, Dwil_XP_023033268.1, Dwil_XP_023033271.1, Dwil_XP_023033273.1, Dwil_XP_023033282.1, Dwil_XP_023033289.1, Dwil_XP_023033294.1, Dwil_XP_023033295.1, Dwil_XP_023035640.1, Dwil_XP_023036112.1, Dwil_XP_023036202.1, Dwil_XP_023036289.1, Dwil_XP_023036522.1, Dwil_XP_023036551.1, Dwil_XP_023036554.1, Dwil_XP_023036556.1, Dwil_XP_023036557.1, Dwil_XP_023036558.1, Dwil_XP_023036559.1, Dwil_XP_023036560.1, Dwil_XP_023036561.1, Dwil_XP_023037296.1, Dwil_XP_023037305.1, Dwil_XP_023037316.1, Dwil_XP_023037320.1, Dwil_XP_023037325.1, Dwil_XP_023037411.1, Dwil_XP_023037465.1, Dwil_XP_023037506.1
OG0000032		Dmir_LOC108158150, Dmir_LOC108162612, Dmir_LOC117189891, Dmir_LOC117189892, Dmir_LOC117189895, Dmir_LOC117189896, Dmir_LOC117189898, Dmir_LOC117189901, Dmir_LOC117189902, Dmir_LOC117189905, Dmir_LOC117190132, Dmir_LOC117190159, Dmir_LOC117190161, Dmir_LOC117190166, Dmir_LOC117190172, Dmir_LOC117190173, Dmir_LOC117190174, Dmir_LOC117190175, Dmir_LOC117190180, Dmir_LOC117190189, Dmir_LOC117190428, Dmir_LOC117190615, Dmir_LOC117190682, Dmir_LOC117191011, Dmir_LOC117191201, Dmir_LOC117191205, Dmir_LOC117191207, Dmir_LOC117191208, Dmir_LOC117191209, Dmir_LOC117191216, Dmir_LOC117191223, Dmir_LOC117191230, Dmir_LOC117192459, Dmir_LOC117193111, Dmir_LOC117193977, Dmir_LOC117193980, Dmir_LOC117193990, Dmir_LOC117194871, Dmir_LOC117194873	Dpse_LOC4805168	XP_034654625.1		Dwil_XP_002064007.1
OG0000033	CG5550				Dvir_XP_002048367.2, Dvir_XP_002048539.2, Dvir_XP_002048562.3, Dvir_XP_002049100.2, Dvir_XP_002049101.2, Dvir_XP_002049204.2, Dvir_XP_002049295.1, Dvir_XP_002049777.1, Dvir_XP_002055137.2, Dvir_XP_002056586.2, Dvir_XP_002057869.2, Dvir_XP_002057880.3, Dvir_XP_015025364.2, Dvir_XP_015025382.1, Dvir_XP_015025398.1, Dvir_XP_015025403.1, Dvir_XP_015025412.1, Dvir_XP_015028836.1, Dvir_XP_015028951.1, Dvir_XP_015030266.1, Dvir_XP_015030301.1, Dvir_XP_015030317.1, Dvir_XP_015030345.1, Dvir_XP_015030463.1, Dvir_XP_015031591.1, Dvir_XP_015031631.1, Dvir_XP_015031687.1, Dvir_XP_015031695.2, Dvir_XP_015031720.2, Dvir_XP_032289027.1, Dvir_XP_032289949.1, Dvir_XP_032289995.1, Dvir_XP_032289999.1, Dvir_XP_032290001.1, Dvir_XP_032293187.1, Dvir_XP_032293551.1, Dvir_XP_032293867.1, Dvir_XP_032293871.1, Dvir_XP_032293873.1, Dvir_XP_032294133.1	
